@relation housing_train_cleaned

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit',unknown,'laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',unknown,carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand {yes,no,unknown}

@data
1025,apartment,1120,3,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
690,apartment,567,1,1,1,1,1,1,0,0,'laundry in bldg',unknown,yes
995,apartment,980,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1015,apartment,815,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
599,apartment,699,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1673,apartment,1313,3,2,1,1,1,1,0,0,'w/d in unit',carport,yes
1260,apartment,1056,2,2,1,1,1,1,0,0,'w/d in unit',carport,yes
567,apartment,372,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1183,apartment,786,1,1,1,1,1,1,0,0,'w/d in unit',carport,yes
1183,apartment,786,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
825,apartment,750,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
529,apartment,475,1,1,1,1,1,0,0,0,unknown,unknown,yes
1000,townhouse,1126,2,2.5,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
1539,apartment,1244,3,2,1,1,0,0,0,0,'w/d in unit',carport,yes
975,house,1250,3,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
950,duplex,750,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
649,apartment,620,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
475,apartment,450,1,1,1,0,1,0,0,0,'laundry on site',unknown,yes
1018,apartment,1000,3,2,1,1,0,1,0,0,'laundry on site','off-street parking',yes
1395,house,1715,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',no
750,duplex,700,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
1190,apartment,998,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1550,house,1550,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
775,apartment,945,2,2,1,1,1,0,0,0,unknown,unknown,yes
885,apartment,775,2,1,1,1,0,1,0,0,'laundry on site','off-street parking',yes
1100,house,1851,3,2,0,0,1,0,0,0,'w/d hookups',unknown,yes
526,apartment,327,0,1,1,1,1,1,0,0,'laundry on site',carport,yes
945,apartment,544,1,1,1,1,1,0,0,1,'laundry on site','off-street parking',yes
750,duplex,816,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
1085,apartment,868,2,2,1,0,1,0,0,0,'laundry on site',unknown,yes
1223,house,1920,3,2,0,1,1,0,0,0,unknown,'attached garage',yes
795,cottage/cabin,600,1,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
849,apartment,857,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
695,apartment,930,2,2,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
625,apartment,800,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
799,apartment,580,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
771,apartment,670,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
850,house,756,2,1,1,1,0,0,0,0,'w/d hookups',carport,yes
540,apartment,530,1,1,1,1,1,0,0,0,'laundry on site','street parking',yes
1055,apartment,880,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
910,apartment,1090,2,2,1,1,1,1,0,0,'w/d in unit',carport,yes
665,apartment,566,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1349,apartment,1409,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
560,house,1055,2,2,0,0,1,0,0,0,unknown,unknown,yes
1019,apartment,886,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
922,apartment,754,1,0,1,1,1,0,0,0,'w/d in unit',carport,yes
655,apartment,652,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1750,house,1854,3,2,1,1,0,0,0,0,'w/d in unit',carport,yes
895,house,1100,1,1,0,0,0,0,0,0,'w/d hookups',carport,yes
3295,house,2600,4,3,1,1,0,0,0,0,'w/d in unit','detached garage',no
750,condo,771,2,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1195,house,1195,4,2,1,1,0,0,0,0,'w/d hookups','off-street parking',no
540,apartment,530,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
600,apartment,850,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1019,apartment,861,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
595,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
979,apartment,861,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
700,apartment,585,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1305,apartment,1062,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
846,apartment,893,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
710,apartment,950,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
939,apartment,748,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
890,house,690,3,2,1,1,1,0,0,0,'w/d hookups','detached garage',yes
1350,house,2514,4,3,1,1,1,0,0,0,'w/d hookups','attached garage',yes
655,apartment,601,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1395,house,1126,3,2,1,1,0,0,0,0,'w/d hookups','street parking',yes
450,duplex,400,0,1,1,0,0,0,0,0,'w/d in unit','off-street parking',yes
699,apartment,665,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1115,apartment,928,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
499,apartment,440,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1390,apartment,965,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
909,apartment,748,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
900,apartment,838,2,1,0,0,1,0,0,0,'w/d hookups',carport,yes
1495,house,1976,4,3,1,1,1,0,0,0,'w/d in unit','attached garage',no
1099,apartment,1034,3,2,1,1,1,1,0,0,'w/d in unit',carport,yes
815,apartment,554,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
900,condo,838,2,1,0,0,1,0,0,0,'w/d hookups',carport,yes
1000,manufactured,1296,3,2,0,0,0,1,0,0,'w/d in unit',unknown,yes
875,condo,850,2,1,0,0,0,0,0,1,'w/d in unit',unknown,yes
2250,townhouse,1800,3,2.5,0,0,1,0,0,1,'w/d in unit','attached garage',yes
1015,apartment,815,2,2,1,1,1,1,0,1,'w/d in unit',carport,yes
1025,townhouse,2078,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
654,apartment,380,0,1,1,1,1,0,0,0,'laundry on site',unknown,yes
775,duplex,658,2,2,1,1,0,0,0,0,'w/d hookups',carport,yes
684,apartment,665,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
840,apartment,907,2,2,0,0,1,0,0,0,unknown,unknown,yes
1015,apartment,815,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
829,apartment,818,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
879,apartment,770,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
670,apartment,536,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1105,apartment,863,1,1,0,0,1,0,0,0,unknown,unknown,yes
724,apartment,600,2,1,1,1,1,0,0,0,unknown,unknown,yes
671,apartment,517,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1600,apartment,1500,4,3,1,1,1,0,0,0,'w/d in unit','off-street parking',no
862,apartment,712,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
675,apartment,418,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
885,apartment,875,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1900,house,2096,4,2.5,0,0,0,0,0,0,'w/d hookups','attached garage',no
1350,house,1600,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',no
950,duplex,914,2,2,1,1,0,0,0,0,'w/d hookups',carport,yes
925,house,858,2,1,1,1,0,0,0,0,'w/d hookups',carport,yes
2200,house,2045,4,2,1,1,0,0,0,0,'w/d hookups','attached garage',no
650,condo,469,1,1,0,0,0,0,0,0,'laundry on site',carport,yes
540,house,965,3,2,1,1,1,0,0,0,unknown,unknown,yes
900,house,1685,3,1.5,0,0,1,0,0,0,unknown,unknown,yes
800,apartment,835,2,2,0,0,1,0,0,0,unknown,unknown,yes
700,duplex,800,2,1,1,1,0,0,0,0,'w/d hookups',carport,yes
700,condo,785,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
750,duplex,800,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1400,house,1627,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',no
570,apartment,420,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
680,townhouse,622,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1300,house,1645,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',no
1350,house,2171,3,3,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
950,house,900,2,1,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1100,house,1500,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
820,apartment,774,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
960,apartment,1285,2,2,0,0,0,0,0,0,'laundry in bldg',unknown,yes
1143,apartment,1210,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1320,apartment,989,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1100,apartment,676,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
550,apartment,292,0,1,0,0,1,1,0,1,'laundry in bldg','off-street parking',yes
1495,house,1776,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
845,apartment,701,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
450,apartment,448,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
675,apartment,566,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1270,apartment,882,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
715,apartment,577,1,1,0,0,1,0,0,0,unknown,unknown,yes
750,apartment,750,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
950,duplex,50,3,2,1,1,0,0,0,0,'laundry in bldg','off-street parking',yes
643,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
784,apartment,560,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
700,apartment,662,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
977,apartment,711,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
3300,house,4400,4,3,1,1,1,0,0,0,'w/d in unit','detached garage',no
650,apartment,639,2,1,1,1,1,0,0,0,unknown,unknown,yes
650,townhouse,1050,2,1.5,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
675,apartment,591,1,0,1,1,1,0,0,0,'laundry on site',unknown,yes
878,apartment,818,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1000,house,2183,4,2,1,1,1,1,1,1,'laundry in bldg','attached garage',no
579,apartment,562,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1260,apartment,1056,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1305,apartment,1170,2,2.5,1,1,1,0,0,0,'w/d in unit',carport,yes
971,apartment,775,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1499,apartment,1244,3,2,1,1,0,0,0,0,'w/d in unit',carport,yes
705,apartment,649,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
785,apartment,900,2,1.5,0,0,0,1,0,0,'laundry on site',carport,yes
675,apartment,1000,2,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
1375,apartment,1196,2,2,1,1,0,1,1,0,'w/d in unit',carport,yes
1100,house,1100,3,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
2050,house,2124,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
1190,apartment,919,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
895,townhouse,1082,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1190,apartment,1165,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1250,house,1200,3,2,1,1,0,0,0,0,'w/d hookups',carport,yes
2000,house,3026,5,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
975,apartment,544,1,1,1,1,1,0,0,1,'laundry on site',unknown,yes
1200,apartment,879,2,1,1,1,1,1,0,0,'w/d in unit',carport,yes
862,apartment,1200,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
1200,apartment,720,2,1,1,1,1,0,0,1,'laundry on site',unknown,yes
1095,house,1289,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1950,apartment,960,3,2,1,1,1,0,0,1,'laundry on site',unknown,yes
885,apartment,1090,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1250,house,1328,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
750,apartment,847,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1327,apartment,1000,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
614,apartment,500,1,1,0,0,1,0,0,0,unknown,unknown,yes
789,apartment,850,2,1,0,1,1,0,0,0,'laundry on site','off-street parking',yes
925,condo,1100,3,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
729,apartment,830,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
550,apartment,550,1,0,1,1,1,1,0,0,'laundry on site',unknown,yes
625,apartment,900,3,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
1525,house,1568,3,2,1,1,1,0,0,0,'w/d hookups',carport,yes
659,apartment,520,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
1025,apartment,692,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1115,apartment,928,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
580,apartment,462,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
585,apartment,400,0,1,0,0,1,0,0,0,unknown,unknown,yes
670,apartment,700,2,1,1,1,1,0,0,1,'laundry on site',unknown,yes
630,apartment,560,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
615,apartment,463,1,1,1,1,1,0,0,0,unknown,unknown,yes
950,apartment,968,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1100,house,1631,3,2,1,1,0,1,0,0,'laundry in bldg','off-street parking',yes
795,townhouse,938,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1110,apartment,1042,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
845,apartment,750,2,2,1,1,1,0,0,0,'laundry on site',unknown,yes
760,apartment,760,2,1,0,0,1,0,0,0,unknown,unknown,yes
1430,house,1600,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
995,apartment,899,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1335,apartment,1062,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
600,apartment,336,0,1,0,0,1,1,0,1,'laundry in bldg','off-street parking',yes
1733,apartment,1655,3,2,1,1,1,0,0,0,unknown,unknown,yes
695,townhouse,930,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
425,apartment,425,0,1,0,0,1,0,0,0,'laundry on site',unknown,yes
625,townhouse,755,1,1,1,1,1,0,0,0,unknown,'off-street parking',yes
1576,apartment,1503,2,2,1,1,1,0,0,0,unknown,unknown,yes
450,apartment,375,0,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
525,townhouse,650,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
725,house,822,1,1,1,1,1,1,0,0,'laundry on site','off-street parking',yes
450,apartment,448,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
890,apartment,680,1,1,1,0,1,0,0,0,'w/d in unit',carport,yes
890,apartment,680,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
860,apartment,683,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1295,house,1529,3,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1400,house,1448,4,2,1,1,1,0,0,0,unknown,unknown,yes
1015,apartment,815,1,1,1,1,0,1,0,1,'w/d in unit',carport,yes
770,apartment,555,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
725,apartment,738,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
533,apartment,413,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
775,apartment,500,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
950,apartment,50,3,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',yes
759,apartment,754,2,1,0,0,1,0,0,0,'laundry on site',unknown,yes
1185,condo,1035,4,2.5,1,1,1,0,0,0,unknown,unknown,no
934,apartment,754,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
566,apartment,372,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
840,apartment,1250,2,2,1,1,1,1,0,0,'laundry on site',carport,yes
1500,house,1500,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1115,apartment,896,1,1,1,1,1,0,0,0,unknown,unknown,yes
1200,townhouse,1050,3,2,1,1,1,0,0,0,'laundry on site','attached garage',yes
860,apartment,604,1,1,1,0,1,0,0,0,'laundry on site',unknown,yes
675,apartment,825,2,0,1,0,0,0,0,0,'laundry on site','off-street parking',yes
820,apartment,528,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
925,manufactured,1270,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1195,house,1579,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
895,manufactured,1300,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
855,apartment,750,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
585,apartment,820,2,2,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
1065,apartment,626,1,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
650,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
595,manufactured,700,1,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
745,apartment,657,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1695,house,2100,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',no
595,apartment,1330,4,4,0,0,1,0,0,0,'w/d in unit','off-street parking',no
1150,apartment,550,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
895,apartment,810,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
520,house,965,2,1,1,1,1,0,0,0,unknown,unknown,yes
853,apartment,683,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
579,apartment,375,0,1,1,1,1,0,0,0,'laundry on site',unknown,yes
858,apartment,784,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
995,apartment,1083,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',yes
725,condo,682,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
570,apartment,705,2,2,0,1,1,0,0,0,unknown,unknown,yes
800,cottage/cabin,600,1,1,0,1,0,0,0,0,'w/d in unit','off-street parking',yes
803,apartment,967,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
895,house,1092,2,2,0,0,1,0,0,0,'w/d hookups',carport,yes
850,duplex,1200,3,2,1,1,0,1,0,0,'w/d in unit','attached garage',yes
750,apartment,672,1,1,0,0,0,0,0,0,'laundry in bldg',carport,yes
1215,apartment,1089,3,3,1,1,0,0,0,0,'w/d in unit',carport,yes
933,apartment,806,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1995,house,2576,4,3,1,1,1,0,0,0,'w/d in unit','detached garage',no
1295,apartment,1464,4,2,0,0,0,0,0,0,unknown,unknown,no
1550,apartment,1820,3,2,0,0,0,0,0,0,unknown,unknown,yes
1700,apartment,1660,4,2,0,0,1,0,0,1,unknown,unknown,no
1115,apartment,633,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1115,apartment,1197,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
665,apartment,528,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
725,townhouse,1100,2,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
1266,apartment,1340,3,2,1,1,1,0,0,0,'w/d in unit',carport,yes
3075,house,1562,5,3,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
2825,house,1808,5,3,1,1,1,0,0,0,'w/d in unit','off-street parking',no
5985,house,3260,0,5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
4375,house,2900,7,5,1,1,1,0,0,0,'w/d in unit','off-street parking',no
3475,house,2006,5,3,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
3200,house,1808,5,3,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
675,apartment,900,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
1020,apartment,796,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
635,apartment,546,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1495,house,4000,5,3.5,0,0,1,0,0,0,'w/d hookups','attached garage',no
550,apartment,500,1,0,1,1,1,0,0,0,'laundry on site',unknown,yes
795,apartment,1020,1,1,0,0,0,0,0,0,'laundry in bldg',unknown,yes
1100,house,1400,3,2.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
950,apartment,875,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
880,apartment,701,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
870,apartment,1043,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
464,apartment,828,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
800,townhouse,825,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1160,apartment,754,2,1,0,0,1,0,0,0,'laundry on site',unknown,yes
685,apartment,636,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
950,duplex,750,2,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
829,apartment,820,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
910,apartment,1090,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
754,apartment,650,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
799,apartment,615,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
725,duplex,600,1,1,1,1,0,0,0,0,'no laundry on site','off-street parking',yes
735,apartment,520,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
655,apartment,440,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
585,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
720,apartment,544,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
0,apartment,548,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
2000,house,2000,4,3,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
725,duplex,825,1,1,1,1,0,0,0,0,'no laundry on site','off-street parking',yes
789,apartment,623,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
965,apartment,769,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
690,apartment,418,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
770,apartment,669,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
535,house,2390,5,2.5,1,1,0,1,0,1,'w/d in unit','off-street parking',no
950,apartment,968,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
600,apartment,418,1,1,1,1,1,1,0,0,'laundry on site',carport,yes
815,apartment,889,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
600,apartment,915,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1355,apartment,1194,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
590,house,940,3,2,0,0,1,0,0,0,unknown,unknown,yes
695,apartment,566,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
505,apartment,550,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
885,apartment,973,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
850,condo,1100,2,2,1,0,1,0,0,0,'w/d hookups',carport,yes
840,apartment,528,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
325,manufactured,500,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
580,apartment,556,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
950,house,1467,4,1.5,1,0,1,0,0,0,unknown,unknown,no
1125,apartment,1200,2,2,0,0,1,0,0,0,unknown,unknown,yes
1041,apartment,880,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
475,apartment,400,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
545,apartment,400,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
580,apartment,350,0,1,0,0,1,0,0,0,'no laundry on site','off-street parking',yes
1350,house,1767,3,2.5,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1800,house,2317,4,2.5,1,1,0,0,0,0,'w/d hookups','attached garage',no
850,duplex,1000,3,1,1,1,0,0,0,0,unknown,carport,yes
625,duplex,550,1,1,1,1,0,0,0,0,'no laundry on site','off-street parking',yes
1450,house,2420,3,2.5,1,1,0,0,0,0,'w/d hookups','attached garage',yes
825,townhouse,825,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
850,townhouse,1000,2,2,1,1,0,0,0,0,'w/d hookups',carport,yes
565,apartment,538,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1550,house,2179,3,2.5,1,1,0,0,0,0,'w/d hookups','attached garage',yes
950,house,788,2,1,1,1,0,0,0,0,'w/d hookups',carport,yes
1476,apartment,316,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
1350,condo,1000,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1595,house,1700,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',no
1050,house,1046,3,2,0,0,1,0,0,0,unknown,unknown,yes
499,apartment,575,1,1,0,0,1,0,0,0,unknown,unknown,yes
795,apartment,850,2,1,0,0,1,0,0,0,unknown,unknown,yes
500,manufactured,400,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
550,house,545,1,1,0,0,1,0,0,0,unknown,unknown,yes
425,duplex,1000,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
950,house,1119,3,2,0,0,1,0,0,0,unknown,carport,yes
968,townhouse,1365,2,1,1,1,1,0,0,0,unknown,unknown,yes
2700,condo,1500,3,2,0,0,0,0,0,0,'laundry on site',carport,yes
575,apartment,538,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
750,house,2377,4,3,0,0,0,0,0,1,'laundry on site','off-street parking',no
600,manufactured,200,0,1,0,0,1,0,0,0,'no laundry on site',unknown,yes
930,apartment,633,1,1,0,0,1,0,0,0,unknown,unknown,yes
1290,apartment,672,1,1,0,0,1,0,0,0,unknown,unknown,yes
950,house,1730,3,1.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
650,duplex,580,1,1,0,0,0,0,0,0,'w/d hookups','off-street parking',yes
680,duplex,900,2,1,0,0,0,0,0,0,'w/d hookups','valet parking',yes
1035,apartment,899,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
815,apartment,774,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1009,house,1268,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',yes
770,apartment,605,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1475,house,2327,4,3,0,1,1,0,0,0,'w/d hookups',carport,no
