@relation housing_train_cleaned

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit',unknown,'laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',unknown,carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand {yes,no,unknown}

@data
775,house,1400,4,3,0,0,1,0,0,0,'w/d hookups','off-street parking',no
445,apartment,850,2,1.5,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
499,house,1316,3,2,1,1,1,1,0,0,'w/d in unit',carport,yes
995,apartment,970,2,2,1,1,1,0,0,0,unknown,unknown,yes
540,house,720,2,1,1,1,1,0,0,0,unknown,unknown,yes
1400,apartment,1046,2,2,1,1,0,0,0,1,'w/d in unit',unknown,yes
1100,apartment,768,1,1,1,1,1,0,0,1,'w/d in unit','off-street parking',yes
950,house,1248,3,1,0,0,1,0,0,0,'w/d hookups',carport,yes
1000,house,1400,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
550,manufactured,1150,3,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
695,townhouse,1100,2,1.5,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
575,apartment,960,2,1.5,0,0,1,0,0,0,unknown,unknown,yes
995,apartment,970,2,2,0,0,1,0,0,0,unknown,unknown,yes
800,house,1492,3,1.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
610,apartment,1054,2,1.5,0,0,0,0,0,0,'w/d hookups',unknown,yes
1350,house,1350,3,2,1,1,1,0,0,0,unknown,carport,yes
645,apartment,850,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
719,apartment,996,2,1.5,1,1,1,0,0,0,unknown,'street parking',yes
915,apartment,658,1,1,1,1,1,0,0,0,unknown,unknown,yes
875,apartment,658,1,1,1,1,1,0,0,0,unknown,unknown,yes
425,house,1450,2,2,0,1,1,1,1,0,'w/d hookups','attached garage',yes
590,house,975,3,3,1,1,1,0,0,0,unknown,unknown,yes
570,house,815,2,2,1,1,1,0,0,0,unknown,unknown,yes
625,house,1800,3,1,0,0,0,0,0,0,'w/d hookups','off-street parking',yes
800,apartment,1595,3,2,1,1,1,1,0,1,'w/d in unit','detached garage',yes
580,apartment,710,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
475,apartment,300,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
685,apartment,1100,2,1.5,1,1,1,0,0,0,unknown,'off-street parking',yes
575,apartment,600,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
975,house,2400,3,3,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
650,house,1340,3,2.5,0,0,1,0,0,0,'w/d hookups',unknown,yes
525,house,980,2,1,0,0,1,0,0,0,unknown,unknown,yes
1400,house,1450,3,2,1,1,1,0,0,0,'w/d hookups','detached garage',yes
550,apartment,950,2,1.5,0,0,1,0,0,0,unknown,unknown,yes
745,apartment,1121,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
475,house,900,2,0,1,1,1,0,0,0,unknown,unknown,yes
1200,house,3000,5,3,0,0,1,0,0,0,'w/d hookups','off-street parking',no
650,apartment,1400,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1500,house,1900,3,1,0,0,0,0,0,0,unknown,'attached garage',yes
654,apartment,980,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
650,house,1000,2,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
225,duplex,400,1,1,0,0,1,0,0,0,unknown,unknown,yes
675,manufactured,800,2,1,0,0,0,0,0,1,'w/d in unit','off-street parking',yes
632,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
825,apartment,960,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
699,townhouse,1200,2,1.5,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
699,townhouse,1200,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1130,apartment,1191,2,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
699,apartment,1200,2,1.5,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1070,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1090,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
995,apartment,1470,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
995,apartment,1560,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
930,apartment,900,1,1,1,1,0,1,0,1,'w/d in unit','detached garage',yes
700,duplex,1000,2,1.5,1,0,1,0,0,0,'w/d hookups','off-street parking',yes
1485,apartment,896,1,1,0,0,1,0,0,0,unknown,unknown,yes
1331,apartment,778,1,1,0,0,1,0,0,0,unknown,unknown,yes
1348,apartment,1152,1,2,0,0,1,0,0,0,unknown,unknown,yes
958,apartment,767,1,1,0,0,1,0,0,0,unknown,unknown,yes
1262,apartment,785,1,1,0,0,1,0,0,0,unknown,unknown,yes
872,apartment,700,1,1,0,0,1,0,0,0,unknown,unknown,yes
1220,apartment,1145,2,2,0,0,1,0,0,0,unknown,unknown,yes
1060,apartment,908,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
1307,apartment,1256,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1529,apartment,1232,2,2,1,1,1,0,0,0,'w/d hookups','street parking',yes
977,apartment,1139,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1085,apartment,1326,3,2,1,1,1,0,0,0,unknown,unknown,yes
1495,apartment,1201,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1195,apartment,1205,2,2,0,0,1,0,0,0,unknown,unknown,yes
1007,apartment,800,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1343,apartment,960,1,2,0,0,1,0,0,0,unknown,unknown,yes
1264,apartment,1250,2,2,1,1,1,0,0,0,unknown,unknown,yes
1518,apartment,1523,3,2,0,0,1,0,0,0,unknown,unknown,yes
1884,apartment,1552,3,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
1450,apartment,1022,2,2,0,0,1,0,0,0,unknown,unknown,yes
1103,apartment,880,1,1,1,1,1,0,0,0,unknown,unknown,yes
995,apartment,1200,2,2,0,0,1,0,0,0,unknown,unknown,yes
1750,house,1952,3,2.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1710,apartment,1198,2,2,0,0,1,0,0,0,unknown,unknown,yes
1244,apartment,843,1,1,0,0,1,0,0,0,unknown,unknown,yes
950,apartment,810,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1133,apartment,550,1,1,0,0,1,0,0,0,unknown,unknown,yes
1000,house,866,2,1,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
799,apartment,920,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
976,apartment,888,1,0,1,1,1,0,0,0,unknown,unknown,yes
950,apartment,1470,3,2,0,0,1,0,0,0,unknown,unknown,yes
899,apartment,1340,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
799,apartment,705,1,1,0,0,1,0,0,0,unknown,unknown,yes
700,house,1334,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
550,house,1786,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',no
799,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
849,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
965,apartment,1470,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1000,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
820,apartment,1117,2,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
789,apartment,1100,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
909,apartment,940,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
779,apartment,1050,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
810,apartment,1117,2,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
850,apartment,795,1,1,1,1,1,0,0,0,'w/d hookups','no parking',yes
855,apartment,1033,2,2,1,1,1,0,0,0,'w/d hookups',unknown,yes
935,apartment,1560,3,2,0,0,1,0,0,0,unknown,unknown,yes
799,apartment,705,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
739,apartment,640,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1049,apartment,1225,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
899,apartment,1390,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
630,house,660,3,1,0,0,1,0,0,0,unknown,unknown,yes
1382,apartment,1287,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
739,apartment,800,2,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
825,apartment,1380,2,1,0,0,1,0,0,0,unknown,unknown,yes
689,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
998,apartment,1086,2,2,1,1,1,0,0,0,unknown,unknown,yes
1009,apartment,957,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1319,apartment,1421,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
951,apartment,558,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
907,apartment,807,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
769,apartment,880,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1040,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1091,apartment,1128,2,0,1,1,1,0,0,0,unknown,unknown,yes
985,apartment,830,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
830,apartment,622,0,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
800,apartment,920,1,1,0,0,1,0,0,0,unknown,unknown,yes
585,apartment,550,1,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',yes
1065,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1055,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1500,house,1450,3,1.5,0,0,0,0,0,1,'w/d in unit','attached garage',yes
899,apartment,1380,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
530,house,610,2,2,1,1,1,0,0,0,unknown,unknown,yes
570,house,1035,2,1,0,0,1,0,0,0,unknown,unknown,yes
835,apartment,1390,2,1,0,0,1,0,0,0,unknown,unknown,yes
995,apartment,1470,3,2,0,0,1,0,0,0,unknown,unknown,yes
1240,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
885,apartment,1390,2,1,0,0,1,0,0,0,unknown,unknown,yes
695,manufactured,1216,3,2,0,0,0,0,0,0,'w/d hookups',unknown,yes
968,apartment,1033,2,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
847,apartment,1402,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
745,apartment,1100,2,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
1075,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
830,apartment,622,0,1,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
985,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
899,apartment,1100,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
749,apartment,869,1,1,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
644,apartment,497,0,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
979,apartment,1638,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
839,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1001,apartment,803,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
995,house,1331,3,2,0,0,1,0,0,0,unknown,unknown,yes
601,house,2450,6,2,0,0,1,0,0,0,unknown,'attached garage',no
864,house,1870,3,2,0,0,1,0,0,1,unknown,'attached garage',yes
899,apartment,1200,3,2,1,1,0,1,0,0,'laundry on site','off-street parking',yes
739,apartment,640,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
590,apartment,935,3,3,1,1,1,0,0,0,unknown,unknown,yes
995,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1402,apartment,1287,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
799,apartment,1100,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
855,apartment,792,1,1,1,1,0,1,0,0,'w/d hookups',unknown,yes
550,apartment,1004,0,1,0,0,1,0,0,0,unknown,unknown,yes
995,apartment,915,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
890,apartment,792,1,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
895,apartment,1117,2,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
869,apartment,1040,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1189,apartment,751,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
980,apartment,768,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1238,apartment,1287,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
500,house,870,2,2,1,1,1,0,0,0,unknown,unknown,yes
785,apartment,1100,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
550,apartment,550,1,0,0,0,1,0,0,0,'w/d in unit',unknown,yes
650,apartment,800,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
560,apartment,550,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
699,apartment,900,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',yes
946,apartment,558,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
719,apartment,552,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
749,apartment,900,1,1,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
850,apartment,1380,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
740,apartment,738,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
839,apartment,630,0,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1540,apartment,935,2,2,1,1,0,1,0,0,'w/d in unit',unknown,yes
660,apartment,1150,3,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
750,apartment,750,2,2,1,1,1,0,0,0,unknown,unknown,yes
530,house,1005,2,1,0,0,1,0,0,0,unknown,unknown,yes
630,house,1045,2,1,1,1,1,0,0,0,unknown,unknown,yes
1005,apartment,1470,3,2,0,0,1,0,0,0,unknown,unknown,yes
1095,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
600,house,900,2,2,1,1,1,0,0,0,unknown,unknown,yes
850,apartment,1340,2,1,0,0,1,0,0,0,unknown,unknown,yes
895,house,1408,3,1.5,1,1,0,0,0,0,'w/d hookups','street parking',yes
1080,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1000,house,866,2,1,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1015,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
732,apartment,858,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
719,apartment,705,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
650,house,1600,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
975,house,2100,3,3,1,1,0,0,0,0,unknown,carport,yes
899,apartment,1200,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
1190,apartment,1192,2,2,1,1,0,0,0,1,unknown,'attached garage',yes
990,apartment,798,1,1,1,1,0,0,0,1,unknown,'attached garage',yes
1126,apartment,1256,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
855,apartment,792,1,1,1,1,0,0,0,0,'w/d in unit',unknown,yes
968,apartment,1000,2,2,1,1,1,1,0,0,'w/d hookups',unknown,yes
1375,apartment,1287,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
1070,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
853,apartment,1115,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
620,apartment,600,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',yes
699,apartment,800,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',yes
975,apartment,1100,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
845,apartment,1033,2,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
360,manufactured,1100,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
330,manufactured,600,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
330,manufactured,900,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
395,apartment,495,0,1,0,0,1,1,0,0,'laundry on site','off-street parking',yes
759,apartment,1100,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
510,house,790,2,1,1,1,1,0,0,0,unknown,unknown,yes
1050,apartment,1326,3,2,1,1,1,0,0,0,unknown,unknown,yes
679,apartment,780,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1038,apartment,1248,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
685,apartment,750,2,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
650,apartment,730,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1045,apartment,1100,2,1,1,0,1,0,0,0,'w/d in unit','off-street parking',yes
971,apartment,558,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
500,house,845,2,1,0,0,1,0,0,0,unknown,unknown,yes
629,apartment,600,1,0,1,1,1,0,0,0,'laundry on site','street parking',yes
695,townhouse,900,3,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
525,townhouse,700,2,1,0,1,1,0,0,0,'laundry on site','off-street parking',yes
425,apartment,500,1,1,1,1,1,1,0,0,'laundry on site','off-street parking',yes
875,apartment,856,1,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
520,house,840,2,1,0,0,1,0,0,0,unknown,unknown,yes
674,apartment,800,2,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
1005,apartment,1117,2,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
855,apartment,792,1,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
400,apartment,500,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
835,apartment,1390,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1100,house,2850,4,3,0,0,1,0,0,0,'w/d hookups','off-street parking',no
500,apartment,750,2,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
650,apartment,1300,3,0,1,0,1,0,0,0,'w/d hookups','off-street parking',yes
400,manufactured,1000,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
1850,apartment,2160,4,2.5,0,0,1,0,0,0,'w/d hookups','attached garage',no
1265,apartment,840,3,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
749,apartment,1050,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1265,apartment,768,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
749,apartment,969,1,1,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
850,house,856,2,1,0,1,0,0,0,0,'w/d hookups','off-street parking',yes
699,apartment,800,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
980,apartment,768,0,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
540,house,980,3,1,1,1,1,0,0,0,unknown,unknown,yes
799,apartment,969,2,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
530,house,785,2,2,1,1,1,0,0,0,unknown,unknown,yes
779,apartment,969,2,1,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
660,apartment,1150,3,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1329,apartment,1642,3,3.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
600,house,665,2,1,0,0,1,0,0,0,unknown,unknown,yes
808,apartment,783,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
825,apartment,450,0,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1200,apartment,1321,2,2,1,1,0,0,0,1,unknown,'attached garage',yes
1315,apartment,1327,3,2,1,1,0,0,0,1,unknown,'attached garage',yes
920,apartment,540,1,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
1275,apartment,864,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
959,apartment,1638,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
620,apartment,600,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
699,apartment,900,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
749,apartment,640,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
1150,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit',carport,yes
799,apartment,969,2,1,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
1235,apartment,920,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
799,apartment,969,2,2,1,1,0,1,0,0,'w/d in unit',unknown,yes
610,apartment,990,2,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
1065,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
750,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
859,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1544,apartment,1043,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
2100,house,1700,3,1.5,1,1,1,0,0,0,'w/d in unit','detached garage',yes
1299,apartment,1642,3,3.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
610,apartment,990,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',yes
709,apartment,900,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
865,apartment,1050,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
725,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
799,apartment,900,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',yes
559,apartment,4980,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
789,apartment,585,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
629,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
925,apartment,1050,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
709,apartment,900,2,1,1,1,0,1,0,1,'laundry on site','off-street parking',yes
700,house,1375,3,1.5,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
550,house,830,3,2,0,0,1,0,0,0,unknown,unknown,yes
1030,apartment,830,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
900,house,1480,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',no
749,apartment,1050,2,1,1,1,1,0,0,0,'no laundry on site','off-street parking',yes
745,apartment,795,1,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
1604,apartment,1190,2,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
800,house,1074,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
865,apartment,1380,2,1,0,0,1,0,0,0,unknown,unknown,yes
850,house,1104,3,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
995,apartment,1560,3,2,0,0,1,0,0,0,unknown,unknown,yes
800,apartment,1050,2,1,1,1,1,0,0,0,unknown,unknown,yes
1060,apartment,830,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1090,apartment,1256,3,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
995,apartment,1296,3,2,1,1,1,0,0,0,'w/d hookups','no parking',yes
749,apartment,869,1,1,1,1,0,1,0,0,'w/d in unit',unknown,yes
899,apartment,1100,3,2,1,1,0,1,0,0,'laundry on site','off-street parking',yes
1151,apartment,1256,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1220,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1245,apartment,840,3,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
899,apartment,1029,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
919,apartment,1000,2,1.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
600,manufactured,1000,2,2,0,0,0,0,0,0,unknown,unknown,yes
799,apartment,969,2,2,1,1,0,1,0,0,'laundry on site','off-street parking',yes
779,apartment,849,2,1,1,1,0,1,0,0,'w/d in unit',unknown,yes
1030,apartment,1033,2,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1100,apartment,1326,3,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1035,apartment,721,1,1,1,1,1,1,0,0,'w/d in unit',unknown,yes
640,house,1005,3,3,1,1,1,0,0,0,unknown,unknown,yes
986,apartment,558,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
610,apartment,990,2,0,1,1,0,0,0,0,'laundry on site','off-street parking',yes
842,apartment,915,1,1,1,1,1,0,0,1,'w/d hookups','off-street parking',yes
714,apartment,800,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',yes
570,house,1035,2,2,1,1,1,0,0,0,unknown,unknown,yes
610,house,1080,2,1,1,1,1,0,0,0,unknown,unknown,yes
968,apartment,1033,2,2,0,1,0,0,0,0,'w/d hookups','off-street parking',yes
899,apartment,1150,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
1300,house,980,2,1,0,0,1,0,0,0,'laundry on site',unknown,yes
779,apartment,969,2,1,1,1,0,1,0,0,'w/d in unit',unknown,yes
775,apartment,728,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
899,apartment,1269,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',yes
935,apartment,770,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
869,apartment,1280,2,1.5,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
989,apartment,1273,3,2,0,0,1,0,0,0,'w/d hookups',unknown,yes
989,apartment,1273,3,2.5,0,0,1,0,0,0,'w/d hookups',unknown,yes
978,apartment,1086,2,2,1,1,1,0,0,0,unknown,unknown,yes
650,house,1207,3,2,1,1,1,0,0,0,unknown,unknown,yes
977,apartment,1139,2,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
875,apartment,1340,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
600,house,1075,2,2,1,1,1,0,0,0,unknown,unknown,yes
859,apartment,758,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
900,apartment,1000,1,1,1,1,0,1,0,0,'w/d hookups',unknown,yes
770,apartment,750,2,2,1,1,1,0,0,0,unknown,unknown,yes
895,apartment,1260,3,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
550,house,685,2,1,1,1,1,0,0,0,unknown,unknown,yes
590,house,620,3,3,0,0,1,0,0,0,unknown,unknown,yes
919,apartment,1000,2,1.5,1,1,1,0,0,0,unknown,unknown,yes
825,apartment,1340,2,1,0,0,1,0,0,0,unknown,unknown,yes
799,apartment,705,1,1,1,1,1,0,0,0,unknown,unknown,yes
1365,apartment,1287,3,3,1,1,1,0,0,0,'w/d in unit',unknown,yes
968,apartment,1117,2,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1005,apartment,800,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
530,house,670,2,1,0,0,1,0,0,0,unknown,unknown,yes
1226,apartment,1256,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
