@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
1655,apartment,yes
1860,apartment,yes
1584,apartment,yes
1800,apartment,yes
2020,apartment,yes
1144,apartment,yes
1650,apartment,yes
1690,house,yes
1295,apartment,yes
1471,apartment,yes
1703,apartment,yes
1970,apartment,yes
1685,apartment,yes
1574,apartment,yes
1530,apartment,yes
1453,apartment,yes
2675,apartment,yes
1916,apartment,yes
1800,apartment,yes
1695,apartment,yes
1841,apartment,yes
2064,apartment,yes
1650,duplex,yes
985,apartment,yes
2500,house,yes
1850,apartment,yes
1509,apartment,yes
2168,apartment,yes
1688,apartment,yes
1700,apartment,yes
1570,apartment,yes
1627,apartment,yes
2376,apartment,yes
2217,apartment,yes
1955,apartment,yes
1420,apartment,yes
2850,house,no
1800,house,yes
1422,apartment,yes
1435,apartment,yes
2132,townhouse,yes
1886,apartment,yes
1457,apartment,yes
1775,apartment,yes
1412,apartment,yes
1500,house,yes
1680,apartment,yes
1990,townhouse,yes
1471,apartment,yes
1833,apartment,yes
1860,apartment,yes
1720,apartment,yes
1759,apartment,yes
2490,apartment,yes
1450,apartment,yes
1512,apartment,yes
2144,apartment,yes
1899,apartment,yes
2360,apartment,yes
1633,apartment,yes
1880,apartment,yes
1863,apartment,yes
2582,townhouse,yes
2216,apartment,yes
1775,apartment,yes
1488,apartment,yes
1830,house,no
2346,apartment,yes
2221,apartment,yes
2198,townhouse,yes
1693,apartment,yes
1648,apartment,yes
1650,apartment,yes
1480,apartment,yes
1584,apartment,yes
1654,apartment,yes
1600,apartment,yes
1775,apartment,yes
1805,apartment,yes
1875,apartment,yes
1795,apartment,yes
2150,apartment,yes
1550,apartment,yes
1540,apartment,yes
1750,apartment,yes
1250,apartment,yes
1860,apartment,yes
1769,apartment,yes
2110,apartment,yes
1495,apartment,no
1941,apartment,yes
1850,house,no
1425,house,yes
1625,apartment,yes
1540,apartment,yes
1890,house,no
1940,house,no
2805,apartment,yes
2050,apartment,yes
1655,apartment,yes
1350,duplex,yes
1681,apartment,yes
1875,apartment,yes
1565,apartment,yes
1095,apartment,yes
1295,apartment,yes
1150,apartment,yes
1295,apartment,yes
1200,house,yes
1485,apartment,yes
2240,apartment,yes
2050,apartment,yes
1519,apartment,yes
2430,apartment,yes
1610,house,yes
1481,apartment,yes
1750,apartment,yes
1680,apartment,yes
1100,cottage/cabin,yes
2500,house,no
1900,house,no
1375,apartment,yes
2490,apartment,yes
1698,apartment,yes
1468,apartment,yes
1456,apartment,yes
2680,apartment,yes
1458,apartment,yes
1596,apartment,yes
1850,house,no
970,apartment,yes
1583,apartment,yes
1705,apartment,yes
1588,apartment,yes
2090,apartment,yes
1740,apartment,yes
1646,apartment,yes
1371,apartment,yes
1620,house,yes
1940,house,no
1350,apartment,yes
1445,apartment,yes
1555,apartment,yes
1373,apartment,yes
1731,apartment,yes
1910,apartment,yes
1673,apartment,yes
1380,apartment,yes
1900,apartment,yes
1900,apartment,yes
2235,apartment,yes
2325,apartment,yes
2295,apartment,yes
1475,apartment,yes
1440,apartment,yes
1655,apartment,yes
1279,apartment,yes
1435,apartment,yes
1699,house,yes
1975,apartment,yes
1695,condo,yes
1790,apartment,yes
1715,apartment,yes
1999,apartment,yes
1908,apartment,yes
1995,apartment,yes
1950,apartment,yes
1865,apartment,yes
2576,apartment,yes
1498,apartment,yes
795,apartment,yes
1750,apartment,yes
1909,apartment,yes
1715,apartment,yes
1450,apartment,yes
2170,apartment,yes
1250,house,yes
1970,apartment,yes
1695,apartment,yes
1710,house,yes
1674,apartment,yes
0,house,yes
1460,apartment,yes
1680,apartment,yes
0,house,yes
1807,apartment,yes
1151,apartment,yes
1925,apartment,yes
0,house,yes
2170,house,yes
2150,apartment,yes
1760,apartment,yes
1695,apartment,yes
1545,apartment,yes
2040,apartment,yes
0,house,yes
1699,apartment,yes
1345,apartment,yes
1495,apartment,yes
1660,house,yes
1572,apartment,yes
2055,apartment,yes
1105,apartment,yes
1450,house,yes
1552,apartment,yes
1806,apartment,yes
1870,apartment,yes
1745,apartment,yes
1467,apartment,yes
1597,apartment,yes
1295,manufactured,yes
1750,townhouse,yes
2427,apartment,yes
1765,apartment,yes
2540,apartment,yes
1540,apartment,yes
2450,apartment,yes
1000,house,yes
1545,apartment,yes
1304,apartment,yes
1275,apartment,yes
1780,apartment,yes
1710,apartment,yes
1713,apartment,yes
1950,apartment,yes
2680,apartment,yes
1245,apartment,yes
975,apartment,yes
1200,apartment,yes
1640,house,yes
1785,apartment,yes
1050,apartment,yes
1650,house,yes
1930,house,yes
1545,apartment,yes
1525,apartment,yes
1590,apartment,yes
1830,house,no
2210,apartment,yes
1292,apartment,yes
1975,apartment,yes
905,apartment,yes
1885,apartment,yes
1535,apartment,yes
1250,house,yes
1610,house,yes
3225,house,yes
1750,apartment,yes
2400,apartment,yes
1615,apartment,yes
2120,house,yes
1580,house,yes
1400,apartment,yes
1820,house,no
1970,house,yes
1190,house,yes
1331,apartment,yes
1500,apartment,yes
1810,house,no
1100,house,no
1401,apartment,yes
1800,house,yes
1580,house,yes
3395,house,no
1150,house,no
1450,apartment,yes
1050,townhouse,yes
2475,house,yes
2090,apartment,yes
2100,house,yes
1723,apartment,yes
1386,apartment,yes
1100,house,yes
1690,apartment,yes
1899,apartment,yes
1715,apartment,yes
1600,apartment,yes
2090,apartment,yes
1245,apartment,yes
1355,apartment,yes
1800,apartment,yes
1310,apartment,yes
1436,apartment,yes
2064,apartment,yes
1747,apartment,yes
1273,apartment,yes
1685,apartment,yes
2191,townhouse,yes
1585,apartment,yes
2495,house,no
1409,apartment,yes
1544,apartment,yes
1345,apartment,yes
1555,apartment,yes
1717,apartment,yes
1705,apartment,yes
1844,apartment,yes
1421,apartment,yes
1547,apartment,yes
1700,house,yes
2005,apartment,yes
1900,house,yes
900,apartment,yes
1710,apartment,yes
1505,apartment,yes
2800,house,no
2980,house,no
1440,apartment,yes
2000,house,no
1200,apartment,yes
1200,house,yes
1474,apartment,yes
1859,apartment,yes
1800,apartment,yes
1580,house,yes
2490,house,yes
1750,apartment,yes
1570,apartment,yes
1270,apartment,yes
0,house,yes
1753,townhouse,yes
0,house,yes
1615,apartment,yes
1395,manufactured,yes
1850,apartment,yes
1405,apartment,yes
1930,house,no
1460,apartment,yes
1740,house,yes
1720,house,yes
2346,townhouse,yes
1330,apartment,yes
2025,apartment,yes
2252,apartment,yes
1281,apartment,yes
1892,apartment,yes
1753,apartment,yes
1699,apartment,yes
1715,apartment,yes
1925,apartment,yes
1350,apartment,yes
2505,apartment,yes
1912,apartment,yes
2042,apartment,yes
3300,house,yes
1879,apartment,yes
1489,apartment,yes
1514,apartment,yes
1505,apartment,yes
1695,apartment,yes
1880,house,no
1723,apartment,yes
1619,apartment,yes
1479,apartment,yes
1420,apartment,yes
1758,apartment,yes
2376,apartment,yes
1694,apartment,yes
1600,apartment,yes
1895,apartment,yes
1795,apartment,yes
1942,apartment,yes
2670,apartment,yes
1694,apartment,yes
1775,apartment,yes
1333,apartment,yes
2300,house,yes
2400,apartment,no
1650,apartment,yes
2100,house,yes
2900,house,yes
1495,apartment,yes
1960,apartment,yes
1625,apartment,yes
1545,apartment,yes
2025,apartment,yes
1730,apartment,yes
1404,apartment,yes
1325,apartment,yes
2429,apartment,yes
2375,apartment,yes
2405,apartment,yes
1980,apartment,yes
1474,apartment,yes
2980,house,yes
1650,apartment,yes
2400,house,no
2900,house,no
1387,apartment,yes
1413,apartment,yes
1699,apartment,yes
1810,apartment,yes
1975,apartment,yes
1500,house,yes
1165,apartment,yes
2500,apartment,no
2350,apartment,yes
1765,apartment,yes
1240,apartment,yes
1495,apartment,yes
1805,apartment,yes
1305,apartment,yes
1740,apartment,yes
1900,apartment,yes
1575,apartment,yes
900,apartment,yes
1940,house,no
1450,apartment,yes
1806,apartment,yes
1840,apartment,yes
1745,apartment,yes
1173,apartment,yes
2460,apartment,yes
1850,apartment,yes
1640,apartment,yes
1730,house,yes
1110,apartment,yes
1808,apartment,yes
1255,apartment,yes
1343,apartment,yes
1900,condo,yes
1990,house,no
1584,apartment,yes
1135,apartment,yes
1330,apartment,yes
2188,apartment,yes
1680,house,yes
1715,apartment,yes
1740,apartment,yes
2025,apartment,yes
1200,apartment,yes
1675,townhouse,yes
2299,apartment,yes
2595,house,yes
1740,house,yes
2120,house,no
1765,apartment,yes
1961,apartment,yes
1904,apartment,yes
1699,apartment,yes
2950,house,no
1709,apartment,yes
2120,apartment,yes
1830,apartment,yes
1448,apartment,yes
2188,apartment,yes
2130,house,no
1720,apartment,yes
1620,apartment,yes
2208,townhouse,yes
1440,apartment,yes
1630,house,yes
1411,apartment,yes
1785,apartment,yes
1640,apartment,yes
1714,apartment,yes
1275,apartment,yes
1978,apartment,yes
1920,house,no
1799,apartment,yes
2415,apartment,yes
1920,apartment,yes
1705,condo,yes
1277,apartment,yes
1560,apartment,yes
2179,apartment,yes
1270,apartment,yes
1517,apartment,yes
2000,house,no
1755,apartment,yes
2299,apartment,yes
1710,apartment,yes
2125,apartment,yes
1388,apartment,yes
1533,apartment,yes
1845,apartment,yes
1150,house,yes
1750,apartment,yes
1467,apartment,yes
1764,townhouse,yes
2335,apartment,yes
1837,apartment,yes
1718,apartment,yes
2325,apartment,yes
1870,house,yes
1750,apartment,yes
1305,apartment,yes
1910,apartment,yes
2225,apartment,yes
2395,apartment,yes
1475,townhouse,yes
1770,house,no
1435,apartment,yes
900,apartment,yes
1690,house,yes
2102,apartment,yes
1475,house,no
1391,apartment,yes
1465,apartment,yes
1420,apartment,yes
2120,house,no
1694,apartment,yes
1400,house,yes
1305,apartment,yes
1950,apartment,yes
1663,apartment,yes
2135,apartment,yes
1400,apartment,yes
2000,apartment,yes
1975,apartment,yes
2250,apartment,yes
1406,apartment,yes
2100,apartment,yes
1650,house,yes
1840,apartment,yes
1886,apartment,yes
2515,apartment,yes
2092,townhouse,yes
1770,apartment,yes
850,apartment,yes
2115,apartment,yes
2240,apartment,yes
2100,apartment,yes
2508,apartment,yes
1545,apartment,yes
1925,apartment,yes
1725,apartment,yes
1990,apartment,yes
1630,house,yes
1774,apartment,yes
1135,apartment,yes
1765,apartment,yes
1695,apartment,yes
1700,apartment,yes
1615,apartment,yes
1568,apartment,yes
2944,apartment,yes
2000,apartment,yes
1,house,no
1681,apartment,yes
1875,apartment,yes
1760,house,no
1795,apartment,yes
1990,apartment,yes
1730,apartment,yes
2154,apartment,yes
850,apartment,yes
2375,apartment,yes
2389,apartment,yes
1385,apartment,yes
1895,apartment,yes
2162,apartment,yes
1725,apartment,yes
1175,apartment,yes
2178,apartment,yes
1768,apartment,yes
1431,apartment,yes
1814,apartment,yes
2622,apartment,yes
1565,apartment,yes
1950,house,yes
1750,condo,yes
2850,house,no
1895,house,yes
1595,apartment,yes
2750,townhouse,yes
1395,apartment,yes
1395,apartment,yes
2695,house,no
1875,house,yes
2344,apartment,yes
2600,house,yes
2250,house,yes
1420,apartment,yes
1520,apartment,yes
2383,apartment,yes
1795,apartment,yes
2700,house,no
1950,house,yes
1090,apartment,yes
1730,apartment,yes
2050,apartment,yes
1520,apartment,yes
1850,house,yes
1795,apartment,yes
1736,apartment,yes
1205,apartment,yes
1295,apartment,yes
1453,apartment,yes
1547,apartment,yes
1955,townhouse,yes
1590,apartment,yes
2315,townhouse,yes
1495,apartment,yes
1355,apartment,yes
1745,apartment,yes
1835,apartment,yes
1715,apartment,yes
1520,apartment,yes
1870,apartment,yes
1725,apartment,yes
1552,apartment,yes
1338,apartment,yes
1750,apartment,yes
1855,apartment,yes
0,house,yes
1435,apartment,yes
1600,apartment,yes
1813,apartment,yes
0,house,yes
1780,apartment,yes
1440,apartment,yes
0,house,no
1465,apartment,yes
1850,apartment,yes
1613,apartment,yes
2150,apartment,yes
2222,apartment,yes
1690,apartment,yes
1100,apartment,yes
1590,apartment,yes
1065,apartment,yes
1356,apartment,yes
1455,apartment,yes
1870,apartment,yes
1485,apartment,yes
1825,apartment,yes
1565,apartment,yes
1685,apartment,yes
2395,house,yes
825,apartment,yes
1699,apartment,yes
1720,apartment,yes
1620,apartment,yes
1744,apartment,yes
2800,apartment,yes
2800,apartment,yes
2222,apartment,yes
1684,apartment,yes
1775,apartment,yes
1500,apartment,yes
1936,apartment,yes
1440,apartment,yes
1569,apartment,yes
1825,apartment,yes
1400,house,yes
1375,apartment,yes
2195,apartment,yes
2460,apartment,yes
1555,apartment,yes
2227,apartment,yes
1575,apartment,yes
1370,apartment,yes
1715,house,yes
3100,apartment,yes
1963,apartment,yes
2015,apartment,yes
1480,apartment,yes
2000,condo,yes
1485,apartment,yes
1575,apartment,yes
1615,apartment,yes
1450,manufactured,yes
1735,apartment,yes
1575,apartment,yes
1085,apartment,yes
1585,apartment,yes
1345,apartment,yes
1033,apartment,yes
2220,house,yes
2240,house,yes
2230,house,yes
2270,house,yes
1739,apartment,yes
2090,apartment,yes
2099,apartment,yes
1550,apartment,yes
1190,apartment,yes
2012,apartment,yes
2200,house,no
1135,apartment,yes
1469,apartment,yes
2190,house,yes
1413,apartment,yes
1575,apartment,yes
1795,apartment,yes
1575,apartment,yes
1320,apartment,yes
2000,house,no
1703,apartment,yes
825,apartment,yes
1660,house,yes
1540,apartment,yes
1990,apartment,yes
825,apartment,yes
1790,house,no
1770,house,no
1927,apartment,yes
1785,apartment,yes
1870,house,no
1755,apartment,yes
1865,apartment,yes
1755,apartment,yes
1800,apartment,yes
1740,apartment,yes
1999,apartment,yes
1999,apartment,yes
1870,apartment,yes
1525,apartment,yes
1950,house,no
1950,apartment,yes
1620,house,yes
1640,house,yes
950,apartment,yes
1515,apartment,yes
1713,apartment,yes
1770,house,no
1426,apartment,yes
1495,house,yes
2400,house,yes
2112,apartment,yes
3053,apartment,yes
1300,apartment,yes
1654,apartment,yes
1890,house,yes
2015,apartment,yes
1610,apartment,yes
1676,apartment,yes
2015,apartment,yes
1505,apartment,yes
1250,apartment,yes
1530,apartment,yes
1578,apartment,yes
1741,apartment,yes
1790,apartment,yes
1680,apartment,yes
1850,apartment,yes
1975,condo,yes
1533,apartment,yes
1813,apartment,yes
2040,apartment,yes
2010,apartment,yes
1845,apartment,yes
1895,apartment,yes
2050,apartment,yes
2800,house,yes
1895,apartment,yes
1670,apartment,yes
950,house,yes
1495,apartment,yes
1785,apartment,yes
1600,apartment,yes
1822,apartment,yes
2000,house,no
1755,apartment,yes
2151,apartment,yes
2400,house,yes
2300,house,no
1950,house,no
1795,house,no
1604,apartment,yes
2150,apartment,yes
1600,house,yes
900,apartment,yes
1668,apartment,yes
2000,townhouse,yes
1295,apartment,yes
2200,house,yes
1880,house,no
1400,house,yes
1620,house,yes
1625,apartment,yes
2080,house,no
1300,condo,yes
1450,apartment,yes
1660,house,yes
1940,house,no
2000,house,yes
1525,apartment,yes
1964,apartment,yes
1295,apartment,yes
1640,house,yes
2500,house,no
2004,apartment,yes
1496,apartment,yes
1580,house,yes
1710,apartment,yes
1700,house,yes
1889,apartment,yes
1535,apartment,yes
1351,apartment,yes
1790,house,no
1165,apartment,yes
1305,apartment,yes
1430,apartment,yes
1455,apartment,yes
1611,apartment,yes
1645,apartment,yes
1680,apartment,yes
1750,apartment,yes
1760,apartment,yes
1715,townhouse,yes
1599,apartment,yes
1950,apartment,yes
1670,apartment,yes
1917,apartment,yes
2420,townhouse,yes
1870,apartment,yes
2235,apartment,yes
1475,apartment,yes
1265,apartment,yes
2040,apartment,yes
1796,apartment,yes
1836,apartment,yes
1850,house,no
2275,apartment,yes
1805,apartment,yes
957,apartment,yes
1389,apartment,yes
1890,house,no
1325,apartment,yes
1799,apartment,yes
1600,manufactured,yes
1568,apartment,yes
1650,house,yes
1373,apartment,yes
3100,house,yes
1850,house,no
2130,apartment,yes
1595,apartment,yes
1710,house,yes
1760,apartment,yes
1868,house,no
1740,apartment,yes
1395,townhouse,yes
1950,house,yes
1525,apartment,yes
2213,apartment,yes
2272,apartment,yes
1495,apartment,yes
2125,apartment,yes
1371,apartment,yes
1570,house,yes
1984,apartment,yes
2200,house,no
2228,house,yes
1840,house,yes
2245,apartment,yes
2165,apartment,yes
1745,apartment,yes
1910,house,yes
1760,apartment,yes
1750,apartment,yes
1700,house,no
1790,house,no
1037,apartment,yes
1184,apartment,yes
1770,house,yes
1750,apartment,yes
1000,house,yes
2700,house,no
1444,apartment,yes
1450,apartment,yes
1845,apartment,yes
2004,apartment,yes
1840,house,no
1990,house,no
1795,apartment,yes
1855,apartment,yes
1668,apartment,yes
1413,apartment,yes
1818,apartment,yes
1675,apartment,yes
1370,apartment,yes
2490,apartment,yes
1740,apartment,yes
1840,apartment,yes
2299,apartment,yes
1110,apartment,yes
1240,apartment,yes
1850,house,no
2460,apartment,yes
1200,duplex,yes
1830,house,no
1810,apartment,yes
1400,apartment,yes
2200,house,yes
1755,apartment,yes
2186,apartment,no
1200,duplex,yes
1515,apartment,yes
1286,apartment,yes
2250,house,no
1960,house,no
2100,house,no
2895,apartment,yes
2350,house,no
2350,apartment,yes
1200,apartment,yes
1813,apartment,yes
725,house,yes
1580,house,yes
1255,apartment,yes
1300,apartment,yes
1245,apartment,yes
1675,apartment,yes
1400,apartment,yes
2150,apartment,yes
1950,townhouse,yes
2700,apartment,yes
3210,condo,yes
3400,apartment,yes
1970,apartment,yes
1795,apartment,yes
3395,duplex,yes
2195,apartment,yes
6995,house,yes
2895,apartment,yes
2050,apartment,yes
2575,apartment,yes
3150,apartment,yes
3545,apartment,yes
4750,townhouse,yes
1550,apartment,yes
1825,apartment,yes
2180,apartment,yes
2895,apartment,yes
1675,apartment,yes
1955,apartment,yes
3300,house,yes
3295,apartment,yes
2304,apartment,yes
2295,apartment,yes
3245,apartment,yes
2050,apartment,yes
1975,apartment,yes
3060,apartment,yes
2075,apartment,yes
2850,apartment,yes
1600,apartment,yes
2895,apartment,yes
1595,apartment,yes
2750,condo,yes
3470,condo,yes
2195,townhouse,yes
2295,apartment,yes
1725,apartment,yes
2295,apartment,yes
2395,apartment,yes
3295,apartment,yes
3295,house,yes
3255,condo,yes
1695,apartment,yes
3250,apartment,yes
3095,apartment,yes
1750,apartment,yes
3295,apartment,yes
4295,house,no
2295,apartment,yes
2650,apartment,yes
3250,apartment,yes
2910,house,no
1750,apartment,yes
2475,apartment,yes
2595,apartment,yes
1200,apartment,yes
3050,townhouse,no
8495,house,yes
1400,apartment,yes
1719,apartment,yes
1495,apartment,yes
1415,apartment,yes
2700,townhouse,yes
4500,flat,yes
1894,apartment,yes
2073,apartment,yes
3000,apartment,yes
2520,apartment,yes
1675,apartment,yes
2399,apartment,yes
1695,apartment,yes
3350,townhouse,yes
1300,apartment,yes
3000,house,yes
1595,apartment,yes
2475,apartment,yes
2640,apartment,yes
1475,duplex,yes
2250,apartment,yes
2200,apartment,yes
1350,apartment,yes
1800,house,yes
2760,apartment,yes
3182,apartment,yes
2049,apartment,yes
11000,house,yes
2995,apartment,yes
6195,apartment,yes
2295,apartment,yes
1748,house,yes
2900,condo,yes
1495,apartment,yes
2150,apartment,yes
1500,apartment,yes
4500,house,no
2350,apartment,yes
1500,apartment,yes
1500,apartment,yes
1700,apartment,yes
4000,duplex,yes
3110,condo,yes
1359,apartment,yes
1923,apartment,yes
1975,apartment,yes
2800,apartment,yes
2910,house,no
2950,apartment,yes
4510,house,yes
2380,apartment,yes
4900,house,yes
1325,apartment,yes
1895,apartment,yes
1745,apartment,yes
2100,apartment,yes
1850,apartment,yes
2300,apartment,yes
2100,apartment,yes
2069,apartment,yes
2510,townhouse,yes
1550,apartment,yes
2995,apartment,yes
3495,house,yes
18500,apartment,no
6395,apartment,yes
1525,apartment,yes
2375,house,yes
995,condo,yes
1550,apartment,yes
2995,apartment,yes
