@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
0,apartment,yes
1900,house,yes
1100,apartment,yes
1749,apartment,yes
1485,apartment,yes
1275,house,yes
1015,apartment,yes
1554,apartment,yes
875,apartment,yes
1395,apartment,yes
1065,apartment,yes
950,house,yes
1050,apartment,yes
1101,apartment,yes
1050,apartment,yes
950,apartment,yes
1289,apartment,yes
0,apartment,yes
1501,apartment,yes
1425,apartment,yes
1655,apartment,yes
1300,house,yes
1400,house,no
1605,apartment,yes
1242,apartment,yes
1065,apartment,yes
950,apartment,yes
990,apartment,yes
1288,apartment,yes
1158,apartment,yes
0,apartment,yes
895,apartment,yes
0,apartment,yes
581,apartment,yes
950,house,yes
0,apartment,yes
1040,apartment,yes
1580,apartment,yes
1040,apartment,yes
1550,townhouse,yes
1800,house,yes
2450,house,yes
2450,house,yes
1475,apartment,yes
1295,loft,yes
1795,townhouse,yes
1550,apartment,yes
1425,loft,yes
1150,apartment,yes
1450,apartment,yes
1150,apartment,yes
1500,apartment,yes
2950,house,no
1060,apartment,yes
1019,apartment,yes
1600,apartment,yes
1600,apartment,yes
1720,apartment,yes
1030,apartment,yes
1200,house,yes
1500,house,yes
1074,townhouse,yes
762,house,yes
1124,townhouse,yes
1335,apartment,yes
1350,house,yes
1100,house,yes
478,house,yes
1250,house,no
500,house,yes
2500,house,yes
1300,house,yes
1030,duplex,yes
830,apartment,yes
975,house,yes
1450,apartment,yes
1300,house,yes
2251,apartment,yes
1259,apartment,yes
825,apartment,yes
1625,townhouse,yes
1195,house,yes
1349,apartment,yes
1350,apartment,yes
999,apartment,yes
1073,manufactured,yes
1810,apartment,yes
1695,apartment,yes
1200,apartment,yes
999,apartment,yes
1625,apartment,yes
990,apartment,yes
1154,apartment,yes
1825,apartment,yes
1325,apartment,no
1810,apartment,yes
1533,apartment,yes
0,apartment,yes
1994,apartment,yes
1100,apartment,yes
1300,apartment,yes
0,apartment,yes
1030,apartment,yes
1415,apartment,yes
1651,apartment,yes
1425,apartment,yes
775,apartment,yes
825,apartment,yes
0,apartment,yes
0,apartment,yes
1449,apartment,yes
1158,apartment,yes
1510,apartment,yes
1325,apartment,yes
1500,apartment,yes
1105,apartment,yes
1325,apartment,yes
1250,apartment,yes
1395,townhouse,yes
1650,house,yes
1745,apartment,yes
1309,apartment,yes
1425,duplex,yes
1025,apartment,yes
1025,apartment,yes
1295,apartment,yes
1500,apartment,yes
1500,cottage/cabin,yes
1500,apartment,yes
1100,apartment,yes
1295,house,yes
1454,apartment,yes
1450,apartment,yes
1295,loft,yes
925,apartment,yes
1150,apartment,yes
1375,apartment,yes
1475,house,yes
925,apartment,yes
1495,apartment,yes
1653,apartment,yes
1595,apartment,yes
1100,apartment,yes
1620,apartment,yes
1650,apartment,yes
1050,apartment,yes
1150,apartment,yes
1550,apartment,yes
950,apartment,yes
795,apartment,yes
1350,apartment,yes
1350,townhouse,yes
1289,apartment,yes
1395,house,yes
1150,apartment,yes
1225,apartment,yes
1150,apartment,yes
1429,townhouse,yes
2155,apartment,yes
929,loft,yes
1224,apartment,yes
1025,loft,yes
1295,apartment,yes
0,apartment,yes
0,apartment,yes
1450,house,yes
2600,house,no
975,apartment,yes
500,apartment,yes
1625,house,yes
1650,house,yes
1425,house,yes
1675,house,yes
2895,house,yes
1595,house,yes
1795,house,no
975,apartment,yes
1074,townhouse,yes
950,apartment,yes
1295,apartment,yes
2100,house,yes
795,apartment,yes
795,apartment,yes
895,apartment,yes
1265,condo,no
620,apartment,yes
995,house,yes
900,house,no
1250,apartment,yes
1650,house,yes
850,house,yes
975,condo,yes
1050,condo,yes
2300,house,yes
1650,house,yes
1369,apartment,yes
1265,apartment,yes
909,apartment,yes
949,apartment,yes
2000,house,yes
1124,townhouse,yes
1600,duplex,yes
1495,apartment,yes
909,apartment,yes
1505,apartment,yes
975,apartment,yes
1244,apartment,yes
1200,house,yes
1482,apartment,yes
1425,apartment,yes
1217,apartment,yes
1011,apartment,yes
1232,apartment,yes
1329,apartment,yes
1379,apartment,yes
988,apartment,yes
1395,house,yes
1800,house,yes
1349,apartment,yes
1150,apartment,yes
1395,apartment,yes
1651,apartment,yes
1315,apartment,yes
1325,apartment,yes
1834,apartment,yes
1575,apartment,yes
1629,apartment,yes
1575,apartment,yes
1074,apartment,yes
2400,house,yes
2595,house,no
965,apartment,yes
1225,apartment,yes
695,apartment,yes
2155,apartment,yes
1709,apartment,yes
1200,apartment,yes
1375,condo,yes
1035,apartment,yes
999,apartment,yes
975,townhouse,yes
1250,townhouse,yes
1050,townhouse,yes
1250,townhouse,yes
1025,apartment,yes
825,apartment,yes
995,apartment,yes
1700,house,yes
975,apartment,yes
3000,house,yes
825,apartment,yes
825,apartment,yes
2400,house,no
825,apartment,yes
850,apartment,yes
900,apartment,yes
925,apartment,yes
850,apartment,yes
900,apartment,yes
950,apartment,yes
2000,house,no
2500,house,no
1425,duplex,yes
795,apartment,yes
1160,apartment,yes
1315,apartment,yes
1145,apartment,yes
975,house,yes
1100,house,yes
1276,apartment,yes
1450,duplex,yes
2055,apartment,yes
1340,apartment,yes
775,apartment,yes
1349,apartment,yes
1350,apartment,yes
1350,apartment,yes
1295,apartment,no
849,apartment,yes
1519,apartment,yes
949,apartment,yes
850,apartment,yes
1504,apartment,yes
1010,apartment,yes
1060,apartment,yes
950,apartment,yes
980,apartment,yes
1222,apartment,yes
2145,apartment,yes
1215,apartment,yes
687,apartment,yes
1770,apartment,yes
780,apartment,yes
671,apartment,yes
1249,apartment,yes
687,apartment,yes
1675,cottage/cabin,yes
1104,townhouse,yes
1249,apartment,yes
1195,apartment,yes
1595,apartment,yes
1250,apartment,yes
975,loft,yes
975,apartment,yes
1100,apartment,yes
2150,apartment,yes
1500,house,yes
766,apartment,yes
11000,in-law,yes
1155,apartment,yes
975,condo,yes
1095,apartment,yes
999,apartment,yes
1015,apartment,yes
1005,apartment,yes
0,apartment,yes
865,apartment,yes
1005,apartment,yes
1046,apartment,yes
950,apartment,yes
1150,apartment,yes
970,apartment,yes
1315,apartment,yes
336,apartment,yes
1525,apartment,yes
1350,apartment,yes
1225,house,yes
1454,apartment,yes
2300,house,no
1185,apartment,yes
1150,house,yes
1050,house,yes
1850,house,yes
1009,apartment,yes
1215,apartment,yes
1250,house,no
1725,house,no
1529,apartment,yes
1749,apartment,yes
1380,apartment,yes
1895,house,yes
3300,house,no
1195,apartment,yes
1050,apartment,yes
1000,duplex,yes
1110,apartment,yes
836,apartment,no
1100,apartment,yes
980,house,yes
980,house,yes
950,apartment,yes
1400,house,yes
1243,apartment,yes
1825,house,no
1350,apartment,yes
1399,apartment,yes
1035,apartment,yes
1655,apartment,yes
1425,apartment,no
999,apartment,yes
1305,apartment,yes
850,apartment,yes
2500,house,yes
1110,apartment,yes
1401,apartment,yes
1995,house,yes
1289,apartment,yes
1325,apartment,yes
1295,apartment,yes
1450,house,yes
218,apartment,yes
1749,apartment,yes
775,apartment,yes
1200,house,yes
1025,apartment,yes
1256,apartment,yes
1150,house,yes
1340,apartment,yes
1460,apartment,yes
1485,apartment,yes
1410,apartment,yes
1450,apartment,yes
1580,apartment,yes
1585,apartment,yes
949,apartment,yes
1760,apartment,yes
1760,apartment,no
1425,apartment,yes
1449,apartment,yes
900,apartment,yes
1224,townhouse,yes
1336,apartment,yes
1295,apartment,yes
450,apartment,yes
1338,apartment,yes
825,apartment,yes
949,apartment,yes
909,apartment,yes
849,apartment,yes
1215,apartment,yes
1344,apartment,yes
1350,apartment,yes
1330,apartment,yes
1354,apartment,yes
1340,apartment,yes
1325,apartment,no
1182,apartment,yes
965,apartment,yes
1115,apartment,yes
1630,apartment,yes
1275,apartment,yes
1256,apartment,yes
1575,apartment,yes
1265,apartment,yes
1275,apartment,yes
1250,apartment,yes
1289,apartment,yes
1009,apartment,yes
1209,apartment,yes
1595,house,yes
1093,apartment,yes
1750,apartment,yes
995,apartment,yes
800,apartment,yes
925,apartment,yes
980,apartment,yes
1155,apartment,yes
1340,apartment,yes
1025,apartment,yes
1815,apartment,yes
1235,condo,yes
1160,apartment,yes
900,house,yes
999,apartment,yes
825,apartment,yes
2000,house,no
1425,duplex,yes
1625,house,yes
1160,condo,yes
731,apartment,yes
1000,apartment,yes
1504,apartment,yes
950,condo,yes
1495,apartment,yes
875,apartment,yes
990,house,yes
1350,apartment,yes
1100,house,yes
1850,house,yes
1650,apartment,yes
0,apartment,yes
715,apartment,yes
1302,apartment,yes
1529,apartment,yes
1350,apartment,yes
1810,apartment,yes
1206,apartment,yes
1275,apartment,no
1290,townhouse,yes
2155,apartment,yes
1215,apartment,yes
1300,apartment,yes
1050,apartment,yes
1200,house,yes
1600,apartment,yes
0,apartment,yes
850,apartment,yes
975,apartment,yes
750,house,yes
2170,apartment,yes
2400,house,yes
1035,apartment,yes
1050,house,yes
995,apartment,yes
1167,apartment,yes
895,apartment,yes
1600,house,yes
909,apartment,yes
1350,duplex,yes
1850,house,yes
1300,house,yes
975,apartment,yes
2095,house,yes
550,cottage/cabin,yes
675,duplex,yes
840,house,yes
1100,cottage/cabin,yes
2250,house,yes
1500,house,yes
1100,cottage/cabin,yes
1095,townhouse,yes
3300,house,no
1750,house,yes
2795,house,yes
1150,cottage/cabin,yes
850,cottage/cabin,yes
1150,apartment,yes
800,apartment,yes
1200,house,yes
2795,apartment,no
995,apartment,yes
1850,house,yes
1400,apartment,yes
1975,house,yes
1395,apartment,yes
2300,house,yes
1300,apartment,yes
2450,house,no
540,house,yes
2500,house,yes
3750,house,no
1350,condo,yes
1025,condo,no
1925,house,no
1600,house,yes
2300,house,yes
1125,duplex,yes
2300,house,yes
1800,apartment,yes
1075,cottage/cabin,yes
1595,house,yes
1295,house,yes
1495,house,yes
1795,house,yes
1300,flat,yes
1200,in-law,yes
2650,house,no
1800,house,yes
1300,apartment,yes
1300,apartment,yes
1750,house,yes
1600,house,yes
1400,townhouse,yes
3200,house,no
2150,house,yes
2195,house,yes
2375,house,yes
750,in-law,yes
1100,house,yes
1750,house,yes
1575,house,yes
1700,house,yes
1100,apartment,yes
2500,house,no
2500,house,yes
2100,house,yes
1300,apartment,yes
2299,house,yes
1450,house,yes
1300,apartment,yes
1415,duplex,yes
2395,house,yes
2075,house,yes
2400,house,yes
1200,house,yes
1300,apartment,yes
2500,house,yes
2400,house,no
1800,house,yes
3080,house,yes
500,cottage/cabin,yes
12000,duplex,yes
3600,house,no
1800,house,yes
2150,house,yes
1600,apartment,yes
1300,manufactured,yes
1100,manufactured,yes
1600,house,yes
1995,condo,yes
2995,house,no
1500,house,yes
1850,house,yes
1090,apartment,yes
1650,manufactured,yes
1875,house,yes
2800,house,no
1275,townhouse,yes
1000,cottage/cabin,yes
1550,apartment,yes
1825,house,yes
1100,cottage/cabin,yes
2100,house,yes
1695,apartment,yes
2340,apartment,yes
1500,house,yes
1400,cottage/cabin,yes
1046,apartment,yes
1815,apartment,yes
1150,duplex,yes
1790,apartment,yes
2200,house,yes
2225,apartment,yes
2425,apartment,yes
1520,apartment,yes
1150,apartment,yes
1820,apartment,yes
1685,apartment,yes
1250,house,yes
2000,house,yes
1500,house,yes
2000,house,yes
2000,house,yes
1670,apartment,yes
1800,house,yes
1248,townhouse,no
1925,duplex,yes
800,apartment,yes
3250,house,yes
1800,house,no
800,cottage/cabin,yes
2815,apartment,yes
2000,apartment,yes
1575,house,no
1470,apartment,yes
1450,condo,yes
1650,apartment,yes
1350,house,yes
1000,apartment,yes
1980,house,yes
1250,apartment,yes
1750,house,yes
1595,loft,yes
1310,apartment,yes
2175,house,no
790,manufactured,yes
1670,apartment,yes
1720,apartment,yes
2450,apartment,yes
1310,apartment,yes
1395,house,yes
2400,house,yes
1470,apartment,yes
1595,house,yes
2100,house,yes
1500,house,yes
2400,house,yes
2600,house,yes
2600,house,yes
1250,cottage/cabin,yes
2000,house,yes
2950,house,yes
1900,house,no
800,apartment,yes
2450,house,no
1550,duplex,yes
2015,apartment,yes
2470,apartment,yes
1400,apartment,yes
2496,apartment,yes
1000,manufactured,yes
2385,apartment,yes
2648,apartment,yes
2000,apartment,yes
1200,apartment,yes
2500,house,yes
650,apartment,yes
4200,house,yes
1800,duplex,yes
600,apartment,yes
950,duplex,yes
1250,house,yes
1695,apartment,yes
1075,house,yes
1400,apartment,yes
1350,house,yes
2600,house,yes
975,apartment,yes
2675,apartment,no
1050,condo,yes
1400,apartment,yes
1750,house,yes
2200,house,yes
1880,house,yes
1950,apartment,yes
1500,townhouse,yes
2500,house,yes
2800,house,no
1600,manufactured,yes
750,apartment,yes
1200,apartment,yes
2300,house,yes
1475,apartment,yes
1325,apartment,yes
1500,house,yes
1210,apartment,yes
2050,house,no
1485,house,no
1755,apartment,yes
2055,apartment,yes
1375,apartment,yes
1500,apartment,yes
1756,apartment,yes
1120,apartment,yes
1017,apartment,yes
1485,apartment,yes
950,apartment,yes
1205,townhouse,yes
1205,apartment,yes
1142,apartment,yes
1125,apartment,yes
1017,apartment,yes
1004,apartment,yes
1536,apartment,yes
2195,house,no
1205,apartment,yes
1017,apartment,yes
1160,apartment,yes
945,apartment,yes
1420,apartment,yes
796,apartment,yes
1536,apartment,yes
796,apartment,yes
1100,house,yes
1265,apartment,yes
1295,apartment,yes
1145,apartment,yes
975,apartment,yes
1125,cottage/cabin,yes
1105,apartment,yes
1017,apartment,yes
1425,apartment,yes
875,apartment,yes
500,house,yes
2495,house,no
1536,apartment,yes
1125,apartment,yes
796,house,yes
1536,apartment,yes
1536,apartment,yes
1205,apartment,yes
1250,apartment,yes
1017,apartment,yes
1305,apartment,yes
610,house,yes
630,house,yes
850,apartment,yes
850,apartment,yes
1575,apartment,yes
1399,apartment,yes
1255,apartment,yes
1536,townhouse,yes
1290,apartment,yes
1358,apartment,yes
1125,cottage/cabin,yes
1205,apartment,yes
1200,house,yes
580,house,yes
1205,apartment,yes
550,house,yes
825,apartment,yes
860,apartment,yes
1017,apartment,yes
1542,apartment,yes
770,apartment,yes
1200,house,yes
1205,apartment,yes
0,house,yes
775,apartment,yes
1017,apartment,yes
580,house,yes
1375,house,no
940,apartment,yes
1890,house,no
1020,apartment,yes
620,house,yes
620,house,yes
1330,apartment,yes
1450,house,yes
700,apartment,yes
795,apartment,yes
750,apartment,yes
750,apartment,yes
1105,apartment,yes
1125,apartment,yes
1200,house,yes
1211,apartment,yes
550,house,yes
1500,house,no
1019,apartment,yes
835,apartment,yes
1407,apartment,yes
1499,apartment,yes
1390,apartment,yes
1590,apartment,yes
1373,apartment,yes
1265,apartment,yes
1399,apartment,yes
1584,apartment,yes
1350,apartment,yes
510,house,yes
1095,manufactured,yes
1118,apartment,yes
1536,apartment,yes
1125,apartment,yes
1125,apartment,yes
800,house,yes
2100,house,no
2750,house,yes
1205,apartment,yes
935,apartment,yes
1000,house,yes
1536,townhouse,yes
1539,apartment,yes
1200,manufactured,yes
1377,apartment,yes
1350,flat,yes
1357,apartment,yes
1050,condo,yes
850,apartment,yes
900,apartment,yes
950,house,yes
1500,apartment,yes
885,apartment,yes
1105,apartment,yes
1800,house,yes
1250,apartment,yes
1265,apartment,yes
1410,apartment,yes
1330,apartment,yes
530,house,yes
1536,apartment,yes
1300,apartment,yes
1100,house,yes
935,apartment,yes
1450,house,yes
1211,apartment,yes
1890,house,yes
1541,apartment,yes
1145,apartment,yes
1205,apartment,yes
1100,apartment,yes
1250,house,yes
1248,apartment,yes
1211,apartment,yes
1017,townhouse,yes
1100,house,yes
1015,apartment,yes
1132,apartment,yes
1425,apartment,yes
1330,apartment,yes
1105,apartment,yes
820,apartment,yes
1200,apartment,yes
1248,apartment,yes
570,house,yes
610,house,yes
1195,apartment,yes
1205,apartment,yes
1248,apartment,yes
1200,apartment,yes
1211,townhouse,yes
1539,apartment,yes
1295,apartment,yes
1330,apartment,yes
1600,house,yes
620,house,yes
1248,cottage/cabin,yes
1132,cottage/cabin,yes
1125,apartment,yes
2800,house,yes
1325,cottage/cabin,yes
1100,apartment,yes
1599,apartment,yes
1205,apartment,yes
1200,house,yes
570,house,yes
1600,house,yes
900,apartment,yes
850,apartment,yes
1355,apartment,yes
885,apartment,yes
900,apartment,no
1000,apartment,yes
975,apartment,yes
975,flat,yes
1594,apartment,yes
601,apartment,yes
1132,apartment,yes
875,apartment,yes
580,house,yes
1275,house,yes
1750,condo,yes
1380,house,yes
985,in-law,yes
1650,house,yes
950,cottage/cabin,yes
680,apartment,yes
2650,house,no
1850,house,yes
1000,house,yes
1700,house,yes
1000,house,no
1500,apartment,yes
1800,apartment,yes
1900,house,yes
975,apartment,yes
785,apartment,yes
810,apartment,yes
890,townhouse,yes
1200,apartment,yes
1750,house,yes
795,apartment,yes
1195,apartment,yes
1100,house,yes
1425,house,yes
695,apartment,yes
2850,house,no
900,apartment,yes
1350,house,yes
925,apartment,yes
1600,house,yes
800,apartment,yes
980,apartment,yes
750,apartment,yes
825,apartment,yes
890,apartment,yes
3900,house,no
650,apartment,yes
1250,apartment,yes
1750,house,yes
2100,house,yes
1100,duplex,yes
1600,apartment,yes
1400,cottage/cabin,yes
2400,house,no
1800,house,yes
2700,house,yes
600,cottage/cabin,yes
1425,house,yes
1700,house,yes
750,apartment,yes
1250,house,yes
1950,house,no
1500,duplex,yes
1100,in-law,yes
870,duplex,yes
1100,house,yes
1495,apartment,yes
425,apartment,yes
2000,cottage/cabin,yes
1950,manufactured,yes
1775,house,yes
1700,duplex,yes
1950,house,yes
2100,flat,yes
975,duplex,yes
1000,house,no
700,apartment,yes
2000,apartment,yes
850,apartment,yes
1750,house,yes
1600,house,yes
2500,duplex,no
1500,townhouse,yes
1800,house,yes
1450,in-law,yes
2500,house,yes
1600,apartment,yes
1650,house,yes
1400,house,yes
2300,house,yes
1300,house,yes
950,house,yes
1450,in-law,yes
3000,house,yes
1700,house,yes
1500,house,yes
1950,manufactured,yes
2000,house,yes
950,house,yes
950,apartment,yes
1750,house,no
1195,apartment,yes
1200,apartment,yes
2300,house,no
1700,house,yes
3300,house,no
875,house,yes
875,house,yes
822,apartment,yes
777,apartment,yes
0,apartment,yes
790,apartment,yes
1350,house,no
0,apartment,yes
929,apartment,yes
900,house,yes
0,apartment,yes
0,apartment,yes
585,apartment,yes
0,apartment,yes
650,apartment,yes
0,apartment,yes
0,apartment,yes
0,apartment,yes
650,apartment,yes
950,apartment,yes
777,apartment,yes
1275,house,no
1500,house,no
822,apartment,yes
595,apartment,yes
1450,house,yes
777,apartment,yes
700,apartment,yes
0,house,no
777,apartment,yes
600,apartment,yes
822,apartment,yes
776,apartment,yes
1820,apartment,yes
1160,house,no
1675,house,yes
1480,apartment,yes
822,apartment,yes
1550,apartment,yes
1395,house,yes
1995,house,yes
1560,apartment,yes
1100,apartment,yes
2199,apartment,yes
1275,apartment,yes
946,apartment,yes
800,apartment,no
609,apartment,yes
823,apartment,yes
650,apartment,yes
1200,apartment,yes
1200,house,no
946,apartment,yes
750,apartment,yes
1705,apartment,yes
1675,house,no
1850,apartment,no
1540,apartment,yes
1810,house,no
2805,apartment,yes
1756,apartment,yes
1850,apartment,yes
2295,apartment,yes
1692,apartment,yes
2600,house,no
1968,house,no
1695,apartment,yes
1610,apartment,yes
1825,house,yes
1650,apartment,yes
1800,house,yes
1689,apartment,yes
830,apartment,yes
1780,apartment,yes
1500,apartment,yes
1869,apartment,yes
1409,apartment,yes
1710,apartment,yes
1462,apartment,yes
830,apartment,yes
1639,apartment,yes
1720,apartment,yes
2850,house,no
2515,apartment,yes
1695,apartment,yes
1756,townhouse,yes
1610,apartment,yes
2510,house,yes
1580,apartment,yes
1745,apartment,yes
1800,house,no
1440,apartment,yes
2460,house,yes
2346,apartment,yes
2885,house,no
1809,apartment,yes
1630,house,yes
1300,apartment,yes
2295,apartment,yes
995,apartment,yes
2810,house,no
1530,apartment,yes
1195,duplex,yes
1794,apartment,yes
2145,apartment,yes
2910,house,no
2410,house,no
1265,apartment,yes
1200,apartment,yes
2800,apartment,yes
1730,apartment,yes
1899,apartment,yes
1336,apartment,yes
1740,apartment,yes
1515,apartment,yes
1675,apartment,yes
1723,apartment,yes
1614,apartment,yes
2365,apartment,yes
2000,condo,yes
1250,apartment,yes
1265,apartment,yes
2038,apartment,yes
1884,apartment,yes
1693,apartment,yes
2309,apartment,yes
1899,apartment,yes
1690,apartment,yes
1615,apartment,yes
1549,apartment,yes
2641,townhouse,yes
1450,apartment,yes
2450,apartment,yes
2155,apartment,yes
2110,apartment,yes
1870,apartment,yes
1510,apartment,yes
2380,apartment,yes
1264,apartment,yes
1859,apartment,yes
1740,apartment,yes
1830,house,yes
1610,apartment,yes
1875,apartment,yes
1770,apartment,yes
1899,apartment,yes
1774,apartment,yes
2099,apartment,yes
1900,apartment,yes
1575,apartment,yes
1525,apartment,yes
2000,apartment,yes
1572,apartment,yes
2188,apartment,yes
1779,apartment,yes
1840,apartment,yes
1200,apartment,yes
1854,apartment,yes
1815,apartment,yes
1920,apartment,yes
1599,apartment,yes
1595,apartment,yes
1595,apartment,yes
2000,apartment,yes
1445,apartment,yes
1440,apartment,yes
1365,apartment,yes
1887,apartment,yes
2285,apartment,yes
1980,apartment,yes
1200,apartment,yes
1558,apartment,yes
1975,townhouse,yes
1795,apartment,yes
1850,apartment,yes
1510,apartment,yes
1615,apartment,yes
1810,apartment,yes
2357,apartment,yes
1545,apartment,yes
1750,apartment,yes
2005,apartment,yes
1400,house,yes
2124,apartment,yes
1499,apartment,yes
2040,apartment,yes
2039,apartment,yes
1565,apartment,yes
1765,apartment,yes
1259,apartment,yes
1850,apartment,yes
2014,apartment,yes
1843,apartment,yes
1980,apartment,yes
1512,apartment,yes
1775,apartment,yes
1355,apartment,yes
1800,apartment,yes
1450,apartment,yes
2300,apartment,yes
1932,apartment,yes
1280,apartment,yes
1899,apartment,yes
1550,apartment,yes
1850,apartment,yes
1774,apartment,yes
1995,apartment,yes
1725,apartment,yes
1515,apartment,yes
1460,apartment,yes
1780,apartment,yes
21701907,apartment,yes
1930,house,yes
1374,apartment,yes
2500,house,no
1275,house,no
1265,house,no
1519,apartment,yes
1600,apartment,yes
1565,apartment,yes
1524,apartment,yes
2660,apartment,yes
1950,apartment,yes
1495,apartment,yes
1670,house,yes
1780,apartment,yes
957,house,no
1728,apartment,yes
1545,apartment,yes
957,house,no
1410,flat,yes
2680,apartment,yes
1607,apartment,yes
1730,apartment,yes
1608,apartment,yes
1565,apartment,yes
1429,apartment,yes
1284,apartment,yes
957,house,yes
1999,apartment,yes
1065,apartment,yes
1873,apartment,yes
957,house,no
2105,apartment,yes
2053,apartment,yes
1788,apartment,yes
1528,apartment,yes
1490,apartment,yes
2229,apartment,yes
1722,apartment,yes
1244,apartment,yes
1475,apartment,yes
1295,house,yes
1695,apartment,yes
1332,apartment,yes
1627,apartment,yes
1900,apartment,yes
686,apartment,yes
2002,apartment,yes
1750,apartment,yes
2135,apartment,yes
1795,apartment,yes
1750,apartment,yes
1315,apartment,yes
2299,apartment,yes
1462,apartment,yes
2415,apartment,yes
1265,apartment,yes
1528,apartment,yes
2495,apartment,yes
2030,apartment,yes
1825,apartment,yes
1335,apartment,yes
1815,apartment,yes
1850,apartment,yes
2881,apartment,yes
1849,apartment,yes
1799,apartment,yes
1665,apartment,yes
1510,apartment,yes
1499,apartment,yes
1730,apartment,yes
2100,apartment,yes
1824,apartment,yes
1890,apartment,yes
1813,apartment,yes
1850,house,yes
2277,apartment,yes
1515,apartment,yes
1595,apartment,yes
1894,apartment,yes
1907,apartment,yes
2395,apartment,yes
1800,apartment,yes
1300,apartment,yes
1355,apartment,yes
1575,apartment,yes
1978,apartment,yes
1574,apartment,yes
2295,apartment,yes
1755,apartment,yes
1266,apartment,yes
2095,apartment,yes
1535,apartment,yes
1570,apartment,yes
1693,apartment,yes
1269,apartment,yes
1735,apartment,yes
1603,apartment,yes
1850,apartment,yes
1520,apartment,yes
1725,apartment,yes
1125,apartment,no
1275,house,no
1244,apartment,yes
1810,apartment,yes
1765,apartment,yes
1135,apartment,yes
2025,apartment,yes
2295,apartment,yes
2515,apartment,yes
1295,apartment,yes
1950,apartment,yes
1748,apartment,yes
1599,apartment,yes
2600,house,yes
2077,apartment,yes
1682,apartment,yes
1545,apartment,yes
1400,apartment,yes
1586,apartment,yes
1587,apartment,yes
1495,apartment,yes
1495,house,no
1100,house,yes
1000,house,yes
1250,condo,no
1435,apartment,yes
2600,house,no
1795,apartment,yes
2090,apartment,yes
1750,apartment,yes
1411,apartment,yes
1984,apartment,yes
2191,apartment,yes
1435,apartment,yes
2150,apartment,yes
1730,apartment,yes
1790,apartment,yes
1899,apartment,yes
2063,apartment,yes
1529,apartment,yes
1320,apartment,yes
2124,townhouse,yes
2160,apartment,yes
1800,house,no
1350,apartment,yes
1549,apartment,yes
1915,apartment,yes
2025,apartment,yes
1564,apartment,yes
2349,apartment,yes
1272,apartment,yes
1605,apartment,yes
875,apartment,yes
1640,apartment,yes
1805,apartment,yes
1886,apartment,yes
1396,apartment,yes
1371,apartment,yes
1625,apartment,yes
1407,apartment,yes
2295,apartment,yes
1685,apartment,yes
2119,apartment,yes
1980,apartment,yes
1960,apartment,yes
800,condo,yes
1652,apartment,yes
1784,apartment,yes
1655,apartment,yes
2085,apartment,yes
1468,apartment,yes
1405,apartment,yes
1100,house,yes
1317,apartment,yes
1596,apartment,yes
1728,apartment,yes
1574,apartment,yes
2240,apartment,yes
1250,apartment,yes
1795,apartment,yes
1700,house,yes
1600,house,yes
1830,apartment,yes
1670,house,yes
2095,apartment,yes
1765,apartment,yes
1705,apartment,yes
1850,apartment,yes
2158,apartment,yes
2156,apartment,yes
1780,apartment,yes
1563,apartment,yes
1144,apartment,yes
1560,house,yes
1495,apartment,yes
1500,house,yes
1563,apartment,yes
1710,apartment,yes
1450,apartment,yes
2091,apartment,yes
2000,house,yes
1580,apartment,yes
1000,apartment,yes
1643,apartment,yes
1635,apartment,yes
2195,apartment,yes
2350,townhouse,yes
2409,apartment,yes
1950,apartment,yes
1800,apartment,yes
2065,apartment,yes
1450,apartment,yes
2595,apartment,yes
1505,apartment,yes
1176,apartment,yes
1585,apartment,yes
1565,apartment,yes
1350,apartment,yes
1505,apartment,yes
1570,apartment,yes
1630,house,yes
1664,apartment,yes
1524,apartment,yes
1390,apartment,yes
1690,apartment,yes
1670,apartment,yes
1545,apartment,yes
1849,apartment,yes
1485,apartment,yes
1815,apartment,yes
2028,apartment,yes
2308,apartment,yes
1408,apartment,yes
2124,apartment,yes
1839,apartment,yes
1805,apartment,yes
2115,apartment,yes
1471,apartment,yes
900,house,yes
2944,apartment,yes
1780,apartment,yes
2020,apartment,yes
1145,apartment,yes
1169,apartment,yes
1645,apartment,yes
1775,apartment,yes
1809,apartment,yes
1765,apartment,yes
2395,house,no
1475,cottage/cabin,yes
2014,apartment,yes
1750,apartment,yes
1205,apartment,yes
1505,apartment,yes
2270,apartment,yes
1780,apartment,yes
1775,apartment,yes
2042,apartment,yes
1580,house,yes
1615,apartment,yes
1279,apartment,yes
1794,apartment,yes
1694,apartment,yes
1255,apartment,yes
2140,house,yes
1650,apartment,yes
1135,apartment,yes
2199,house,no
1738,house,no
1890,house,no
1424,apartment,yes
1335,apartment,yes
2119,apartment,yes
1575,apartment,yes
1150,apartment,yes
1729,apartment,yes
1715,apartment,yes
1588,apartment,yes
1895,apartment,yes
1620,house,yes
1397,apartment,yes
1700,apartment,yes
2482,apartment,yes
1660,apartment,yes
1865,apartment,yes
825,apartment,yes
1755,apartment,yes
1601,apartment,yes
1155,townhouse,yes
1841,apartment,yes
